Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
155,90101 (3.7236071),0213624210,"02136 - Aditya Engineering College , Beed",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
156,154751 (45.5219220),0213624610,"02136 - Aditya Engineering College , Beed",Information Technology,MHT-CET,AI to AI,AI
157,122718 (70.8722936),0213724210,"02137 - Nagnathappa Halge Engineering  College, Parli, Beed",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
158,180664 (15.9989858),0213819110,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
159,57115 (48.7756626),0213824210,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Computer Science and,JEE,AI to AI,AI
"",,,"Technology, Jalna",Engineering,,,
160,180604 (15.9989858),0213829310,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
161,139531 (58.1588042),0213861210,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
162,20128 (80.3927437),0225024210,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
163,65466 (41.1744356),0225037210,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
164,50940 (54.2765449),0225224210,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",Engineering,,,
165,74018 (32.0057037),0225229710,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Electrical and Electronics,JEE,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",Engineering,,,
166,75112 (30.7282416),0225261210,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",,,,
167,57149 (48.7069037),0225424510,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,JEE,AI to AI,AI
168,69938 (36.5687902),0225424610,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Information Technology,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
169,80891 (23.1926472),0225437210,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
170,89995 (4.1380072),0225461210,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Mechanical Engineering,JEE,AI to AI,AI
171,169617 (30.4575002),0228224510,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Computer Engineering,MHT-CET,AI to AI,AI
"",,,"Road, Beed",,,,
172,184704 (9.5534224),0228224610,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Information Technology,MHT-CET,AI to AI,AI
"",,,"Road, Beed",,,,
173,55188 (50.5250721),0250819110,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Civil Engineering,JEE,AI to AI,AI
174,65209 (41.3242592),0250824510,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Computer Engineering,JEE,AI to AI,AI
175,47092 (59.2793802),0250850310,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,NEET-2024,AI to AI,AI
176,48633 (57.9935072),0250850310,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,JEE(Main)-2024,AI to AI,AI
177,70274 (36.2600190),0250890710,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Engineering,JEE,AI to AI,AI
178,68857 (37.9717565),0251624210,02516 - International Centre Of Excellence In Engineering  and Management,Computer Science and,JEE,AI to AI,AI
"",,,(ICEEM),Engineering,,,
179,155592 (44.5064233),0251629710,02516 - International Centre Of Excellence In Engineering  and Management,Electrical and Electronics,MHT-CET,AI to AI,AI
"",,,(ICEEM),Engineering,,,
180,171936 (27.5123271),0251692110,02516 - International Centre Of Excellence In Engineering  and Management,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,(ICEEM),Machine Learning,,,
181,71220 (34.9375047),0252224510,"02522 - STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,JEE,AI to AI,AI
182,153359 (46.5102928),0252299510,"02522 - STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Data Science,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
183,73834 (32.3863056),0253319110,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,JEE,AI to AI,AI
184,30203 (71.5054000),0253324210,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
185,45781 (58.5764923),0253329310,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,JEE,AI to AI,AI
186,57181 (48.6301306),0253337810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics Engineering (,JEE,AI to AI,AI
"",,,,VLSI Design and,,,
187,80211 (24.0442235),0253361210,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,JEE,AI to AI,AI
188,50093 (54.8907700),0253384410,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer,JEE,AI to AI,AI
"",,,,Engineering,,,
189,48038 (56.6674265),0253392810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and,JEE,AI to AI,AI
"",,,,Communication(Advanced,,,
190,35608 (66.9185014),0253399510,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
191,170000 (29.6395567),0263724510,"02637 - Jijau Institute of Engineering Technology and Management,",Computer Engineering,MHT-CET,AI to AI,AI
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
192,71551 (34.7241777),0263799710,"02637 - Jijau Institute of Engineering Technology and Management,",Artificial Intelligence,JEE,AI to AI,AI
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
193,141019 (57.2163252),0264124210,02641 - Dr. V.K. Patil College of Engineering & Technology,Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
194,115963 (75.3591206),0264199710,02641 - Dr. V.K. Patil College of Engineering & Technology,Artificial Intelligence,MHT-CET,AI to AI,AI
195,120668 (72.2338818),0266624210,02666 - Mangaldeep College of Engineering,Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
196,77768 (27.2136862),0266624610,02666 - Mangaldeep College of Engineering,Information Technology,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
197,185253 (8.5313833),0266656610,02666 - Mangaldeep College of Engineering,Computer Science,MHT-CET,AI to AI,AI
198,166769 (33.0999720),0266692110,02666 - Mangaldeep College of Engineering,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Machine Learning,,,
199,90693 (1.3677812),0275824210,02758 - Sant Eknath College of Engineering,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
200,12547 (87.2512345),0302524270U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
201,6402 (92.9283315),0302524570U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Engineering,JEE,AI to AI,AI
202,18006 (82.3216240),0302524670U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Information Technology,JEE,AI to AI,AI
203,17474 (82.7686005),0302591170U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
204,1841 (97.3413607),0303650710,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,JEE,AI to AI,AI
205,5106 (94.1020271),0303651110,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,JEE,AI to AI,AI
206,4149 (95.0335946),0303651210,"03036 - Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and",JEE,AI to AI,AI
"",,,,Surfactants Technology,,,
207,2619 (96.6173616),0303651310,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals,NEET-2024,AI to AI,AI
"",,,,Chemistry and Technology,,,
208,7962 (91.4826587),0303651410,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile,JEE,AI to AI,AI
"",,,,Processing Technology,,,
209,2551 (96.5565510),0303651910,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and,JEE,AI to AI,AI
"",,,,Technology,,,
210,3255 (96.0284096),0303653410,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and,NEET-2024,AI to AI,AI
"",,,,Technology,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
211,3897 (95.4515127),0303653410,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and,JEE(Main)-2024,AI to AI,AI
"",,,,Technology,,,
212,5015 (94.2171498),0303672910,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Surface Coating,JEE,AI to AI,AI
"",,,,Technology,,,
213,9696 (89.9029126),0313524510,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
214,12979 (86.8609531),0313524610,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
215,20876 (79.6757881),0313537210,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
216,26724 (74.5526686),0313561210,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
217,12647 (87.2094980),0313599510,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Mumbai,Data Science,,,
218,6362 (92.9802067),0313924510,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,JEE,AI to AI,AI
219,8073 (91.4003497),0313924610,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,JEE,AI to AI,AI
220,12349 (87.4759278),0313937210,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
221,26448 (74.6414234),0313946110,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,JEE,AI to AI,AI
222,10254 (89.3902608),0313990010,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
223,8962 (90.5425672),0314324510,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Computer Engineering,JEE,AI to AI,AI
224,10963 (88.7669328),0314324610,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Information Technology,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
225,26456 (74.6414234),0314361210,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Mechanical Engineering,JEE,AI to AI,AI
226,16688 (83.5374616),0314384410,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Engineering,,,
227,10579 (89.0520071),0314391110,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
228,28085 (73.2786671),0314624510,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
229,31382 (70.5787934),0314624610,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
230,61457 (44.9891467),0314629310,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Electrical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
231,37994 (64.9050180),0314637210,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Telecommunication Engg,,,
232,69491 (37.0102438),0314661210,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
233,35408 (67.1114593),0314692010,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Engineering (Internet of,,,
234,34701 (67.6467548),0314699510,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Data Science,,,
235,189385 (0.4831549),0314719110,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
236,43280 (60.7119548),0314724510,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
237,53671 (51.7541555),0314724610,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Information Technology,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
238,141739 (57.0470967),0314729310,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
239,82321 (20.8850020),0314761210,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
240,59285 (46.7162819),0314791710,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Data Science,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
241,51142 (54.1049233),0314792110,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",Machine Learning,,,
242,11016 (88.7215867),0314824510,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
243,13619 (86.3102151),0314824610,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
244,13212 (86.6475842),0314825210,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Cyber Security,JEE,AI to AI,AI
"",,,Mumbai,,,,
245,17991 (82.3229774),0314837210,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
246,23186 (77.6415376),0314837810,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics Engineering (,JEE,AI to AI,AI
"",,,Mumbai,VLSI Design and,,,
247,18956 (81.4533784),0314890010,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and Computer,JEE,AI to AI,AI
"",,,Mumbai,Science,,,
248,27338 (73.8736469),0314893310,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Communication,,,
249,14466 (85.5369034),0314899510,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Mumbai,Data Science,,,
250,89246 (6.6067546),0315419110,03154 - Saraswati Education Society's Saraswati College of,Civil Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
251,25592 (75.5012849),0315424510,03154 - Saraswati Education Society's Saraswati College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
252,29889 (71.8011248),0315424610,03154 - Saraswati Education Society's Saraswati College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
253,72178 (34.3450426),0315460210,03154 - Saraswati Education Society's Saraswati College of,Automobile Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
254,74477 (31.3104416),0315461210,03154 - Saraswati Education Society's Saraswati College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
255,33074 (69.0592602),0315491110,03154 - Saraswati Education Society's Saraswati College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",Engineering(Artificial,,,
256,33101 (69.0529025),0315491210,03154 - Saraswati Education Society's Saraswati College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",Engineering(Data Science),,,
257,82753 (20.2246906),0317519110,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Civil Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
258,29133 (72.4780171),0317524510,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
259,32217 (69.7841075),0317524610,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Information Technology,JEE,AI to AI,AI
