Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
916,34588 (67.8308824),0515137210,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Adgaon, Nashik.",Telecommunication Engg,,,
917,52859 (52.4962805),0515119110,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
918,50964 (54.2765449),0515161210,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
919,24118 (76.7599056),0515124510,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
920,24455 (76.4471767),0515124610,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Information Technology,JEE(Main)-2024,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
921,32763 (69.4141317),0515291310,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering (Artificial,,,
922,69866 (36.6180714),0515219110,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Civil Engineering,JEE(Main)-2024,AI to AI,AI
923,64154 (42.4493618),0515261210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
924,55372 (50.2204774),0515229310,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
925,44949 (59.2301802),0515237210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
926,27492 (73.7627293),0515224210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
927,35630 (66.9185014),0515224610,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Information Technology,JEE(Main)-2024,AI to AI,AI
928,35301 (67.1469863),0515291110,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Artificial,,,
929,32123 (69.8655117),0515291210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Data Science),,,
930,33644 (68.6174754),0516029310,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
931,55854 (49.8142964),0516091510,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Structural Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
932,35940 (66.6376422),0516061210,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
933,19248 (81.1580882),0516024610,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Information Technology,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
934,14822 (85.2005235),0516024510,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
935,21792 (78.9149832),0516084410,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,Engineering,,,
936,55155 (50.5250721),0516019110,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
937,28762 (72.7256174),0516062410,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Mechatronics Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Kopargaon,,,,
938,176650 (21.4728090),0516137810,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering (,MHT-CET,AI to AI,AI
"",,,,VLSI Design and,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
939,71269 (34.9375047),0516129310,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
940,72938 (33.2232604),0516161210,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
941,52100 (53.0226888),0516125710,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Design,,,
942,36192 (66.3978839),0516124510,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,JEE(Main)-2024,AI to AI,AI
943,46401 (57.9935072),0516137210,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
944,41227 (62.2823599),0516124610,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,JEE(Main)-2024,AI to AI,AI
945,46510 (57.8069025),0516199510,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
946,84648 (16.7854751),0516119110,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,JEE(Main)-2024,AI to AI,AI
947,42143 (61.5247040),0516291610,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Automation and Robotics,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
948,42444 (61.2790648),0516261210,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
949,22238 (78.4959203),0516224610,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Information Technology,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
950,31795 (70.2057789),0516237210,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",Telecommunication Engg,,,
951,18212 (82.1733811),0516224510,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
952,28355 (72.9923375),0516299510,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",Data Science,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
953,57216 (48.6301306),0516219110,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
954,41095 (62.3601588),0516229310,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
955,31006 (70.8363852),0516284410,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Sangamner",Engineering,,,
956,158886 (41.8427081),0516429310,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Nandurbar,,,,
957,79301 (25.2000150),0516437210,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Nandurbar,Telecommunication Engg,,,
958,86155 (14.0892338),0516446610,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Instrumentation,JEE(Main)-2024,AI to AI,AI
"",,,Nandurbar,Engineering,,,
959,187625 (4.3427669),0516461210,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Nandurbar,,,,
960,39786 (63.4720353),0516424510,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nandurbar,,,,
961,88595 (8.3109763),0516419110,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nandurbar,,,,
962,71393 (34.7551904),0516824510,"05168 - T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Computer Engineering,JEE(Main)-2024,AI to AI,AI
963,174765 (24.0471793),0516837210,"05168 - T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
964,182595 (13.0626183),0516929310,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Tal Dist Dhule,,,,
965,145185 (54.0550229),0516919110,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Tal Dist Dhule,,,,
966,189045 (1.3269101),0516961210,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Tal Dist Dhule,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
967,70352 (36.1313730),0516924510,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Tal Dist Dhule,,,,
968,90614 (1.7683837),0516937210,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Tal Dist Dhule,Telecommunication Engg,,,
969,76910 (28.4639143),0517091210,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Bhusawal",Engineering(Data Science),,,
970,72471 (33.5699354),0517024210,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Bhusawal",Engineering,,,
971,80511 (23.7322411),0517084410,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Bhusawal",Engineering,,,
972,79051 (25.5853094),0517037210,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Bhusawal",Telecommunication Engg,,,
973,189100 (1.1972353),0517029310,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Bhusawal",,,,
974,178615 (18.7034184),0517019110,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Bhusawal",,,,
975,178570 (18.7034184),0517129310,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Electrical Engineering,MHT-CET,AI to AI,AI
976,74777 (31.0231213),0517137210,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
977,56379 (49.3963053),0517124510,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Computer Engineering,JEE(Main)-2024,AI to AI,AI
978,63097 (43.4350639),0517126310,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Artificial Intelligence (AI),JEE(Main)-2024,AI to AI,AI
"",,,,and Data Science,,,
979,35859 (66.6655105),0517219110,"05172 - R. C. Patel Institute of Technology, Shirpur",Civil Engineering,JEE(Main)-2024,AI to AI,AI
980,30929 (70.8647980),0517229310,"05172 - R. C. Patel Institute of Technology, Shirpur",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
981,19324 (81.1206661),0517224510,"05172 - R. C. Patel Institute of Technology, Shirpur",Computer Engineering,JEE(Main)-2024,AI to AI,AI
982,23402 (77.4599403),0517224610,"05172 - R. C. Patel Institute of Technology, Shirpur",Information Technology,JEE(Main)-2024,AI to AI,AI
983,24432 (76.4471767),0517292110,"05172 - R. C. Patel Institute of Technology, Shirpur",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Machine Learning,,,
984,35978 (66.6376422),0517261210,"05172 - R. C. Patel Institute of Technology, Shirpur",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
985,22886 (77.8322522),0517291210,"05172 - R. C. Patel Institute of Technology, Shirpur",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Data Science),,,
986,21764 (78.9149832),0517299510,"05172 - R. C. Patel Institute of Technology, Shirpur",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
987,28044 (73.3320946),0517237210,"05172 - R. C. Patel Institute of Technology, Shirpur",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
988,45787 (58.5764923),0517361210,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",,,,
989,29752 (71.8775001),0517324510,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",,,,
990,32044 (69.9483766),0517399510,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",Data Science,,,
991,49944 (55.0466064),0517319110,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",,,,
992,35795 (66.6655105),0517337210,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",Telecommunication Engg,,,
993,86404 (13.5512762),0517719110,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Civil Engineering,JEE(Main)-2024,AI to AI,AI
994,40315 (62.9605616),0517724510,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Computer Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
995,47493 (57.3011125),0517737210,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
996,65673 (40.9215197),0517729310,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
997,72931 (33.2232604),0517761210,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
998,45656 (58.6258093),0517799510,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
999,58904 (47.3497393),0517784410,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
"1,000",43529 (60.3012620),0517724610,"05177 - Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,001",183091 (11.9971742),0517984410,"05179 - Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
"1,002",62270 (44.1712256),0517924510,"05179 - Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,003",60700 (45.5083235),0517926310,"05179 - Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI),JEE(Main)-2024,AI to AI,AI
"",,,,and Data Science,,,
"1,004",74854 (30.9483531),0517961210,"05179 - Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,005",31004 (70.8363852),0518124510,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",,,,
"1,006",39883 (63.3987981),0518137210,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",Telecommunication Engg,,,
"1,007",35042 (67.3330092),0518199510,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",Data Science,,,
"1,008",69540 (37.0102438),0518119110,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,009",66195 (40.3058173),0518161210,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",,,,
"1,010",62461 (43.9288980),0518129310,"05181 - Gokhale Education Society's, R.H. Sapat College of Engineering,",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Management Studies and Research, Nashik",,,,
"1,011",62345 (44.0508810),0518237210,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Telecommunication Engg,,,
"1,012",51723 (53.4068257),0518224510,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",,,,
"1,013",176510 (21.4924132),0518219110,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",,,,
"1,014",79033 (25.5853094),0518229310,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",,,,
"1,015",45392 (58.7987235),0518226310,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Artificial Intelligence (AI),JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",and Data Science,,,
"1,016",85601 (15.1167612),0518261210,"05182 - Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering, Anjaneri, Trimbakeshwar Road, Nashik",,,,
"1,017",49900 (55.0466064),0518424510,05184 - Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of,Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering & Research, Agaskhind Tal. Sinnar",,,,
"1,018",158777 (41.8427081),0518429310,05184 - Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering & Research, Agaskhind Tal. Sinnar",,,,
"1,019",172321 (27.4048925),0518461210,05184 - Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering & Research, Agaskhind Tal. Sinnar",,,,
"1,020",185437 (8.0594430),0518419110,05184 - Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering & Research, Agaskhind Tal. Sinnar",,,,
"1,021",59370 (46.6975840),0518437210,05184 - Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering & Research, Agaskhind Tal. Sinnar",Telecommunication Engg,,,
"1,022",51250 (53.8673850),0524491610,"05244 - MET's Institute of Technology Polytechnic, Bhujbal Knowledge City,",Automation and Robotics,JEE(Main)-2024,AI to AI,AI
"",,,Adgaon Nashik,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,023",90518 (2.1494091),0524492210,"05244 - MET's Institute of Technology Polytechnic, Bhujbal Knowledge City,",Civil and Environmental,JEE(Main)-2024,AI to AI,AI
"",,,Adgaon Nashik,Engineering,,,
"1,024",37003 (65.7022258),0524425710,"05244 - MET's Institute of Technology Polytechnic, Bhujbal Knowledge City,",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,Adgaon Nashik,Design,,,
"1,025",78584 (26.3085090),0525624610,"05256 - Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,026",59558 (46.5960891),0525624510,"05256 - Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,027",181888 (13.9490359),0526329310,"05263 - Matoshri Education Soceity, Matoshri Institute Of Technology,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Dhanore, Nashik",,,,
"1,028",61537 (44.8443341),0526324510,"05263 - Matoshri Education Soceity, Matoshri Institute Of Technology,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Dhanore, Nashik",,,,
"1,029",149191 (50.6340761),0526337210,"05263 - Matoshri Education Soceity, Matoshri Institute Of Technology,",Electronics and,MHT-CET,AI to AI,AI
"",,,"Dhanore, Nashik",Telecommunication Engg,,,
"1,030",57601 (48.2928590),0530324510,"05303 - Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"(Integrated Campus)-Parikrama, Kashti Shrigondha,",,,,
"1,031",168035 (31.6884901),0530329310,"05303 - Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"(Integrated Campus)-Parikrama, Kashti Shrigondha,",,,,
"1,032",166347 (34.1954023),0530361210,"05303 - Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"(Integrated Campus)-Parikrama, Kashti Shrigondha,",,,,
"1,033",189517 (0.1039285),0530319110,"05303 - Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"(Integrated Campus)-Parikrama, Kashti Shrigondha,",,,,
"1,034",83101 (19.7840516),0530384410,"05303 - Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,"(Integrated Campus)-Parikrama, Kashti Shrigondha,",Engineering,,,
"1,035",24935 (76.0808449),0532229310,"05322 - Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"1,036",61130 (45.2445766),0532261210,"05322 - Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,037",37616 (65.2483111),0533037210,05330 - PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,"S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Telecommunication Engg,,,
"1,038",32414 (69.6382163),0533099510,05330 - PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA,Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,"S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Data Science,,,
"1,039",64457 (42.2939937),0533061210,05330 - PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA,Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",,,,
"1,040",23507 (77.3846775),0533024610,05330 - PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA,Information Technology,JEE(Main)-2024,AI to AI,AI
"",,,"S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",,,,
"1,041",13185 (86.6779118),0533024510,05330 - PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA,Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",,,,
"1,042",33611 (68.6174754),0533124510,"05331 - Sandip Foundation's, Sandip Institute of Engineering & Management,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nashik,,,,
"1,043",44506 (59.6793493),0533137210,"05331 - Sandip Foundation's, Sandip Institute of Engineering & Management,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Nashik,Telecommunication Engg,,,
"1,044",68988 (37.8563695),0533129310,"05331 - Sandip Foundation's, Sandip Institute of Engineering & Management,",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nashik,,,,
"1,045",79065 (25.5813182),0533119110,"05331 - Sandip Foundation's, Sandip Institute of Engineering & Management,",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nashik,,,,
"1,046",69661 (36.6705729),0533161210,"05331 - Sandip Foundation's, Sandip Institute of Engineering & Management,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Nashik,,,,
"1,047",87140 (11.8688758),0536525110,"05365 - Vardhaman Education & Welfare Society, Ahinsa Institute of",Computer Technology,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Post. Dondaicha,  Dhule",,,,
"1,048",90570 (1.8854877),0536561210,"05365 - Vardhaman Education & Welfare Society, Ahinsa Institute of",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Post. Dondaicha,  Dhule",,,,
