Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"1,587",180084 (16.6009499),0662861210,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Pune,,,,
"1,588",179859 (16.8882979),0662819110,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Pune,,,,
"1,589",79461 (25.1465099),0662884410,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,Pune,Engineering,,,
"1,590",170371 (29.1560732),0663219110,06632 - Navsahyadri Education Society's Group of Institutions,Civil Engineering,MHT-CET,AI to AI,AI
"1,591",54273 (51.2103001),0663292110,06632 - Navsahyadri Education Society's Group of Institutions,Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Machine Learning,,,
"1,592",149305 (50.6004122),0663261210,06632 - Navsahyadri Education Society's Group of Institutions,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,593",49090 (55.7523111),0663237210,06632 - Navsahyadri Education Society's Group of Institutions,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,594",77182 (28.1395457),0663229310,06632 - Navsahyadri Education Society's Group of Institutions,Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"1,595",40196 (63.2235380),0663224510,06632 - Navsahyadri Education Society's Group of Institutions,Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,596",37816 (65.0561876),0663437210,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,597",28161 (73.2261373),0663424610,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,598",24450 (76.4471767),0663424510,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,599",81084 (22.7995521),0663419110,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"1,600",73548 (32.6240189),0663461210,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,601",54161 (51.3638644),0663592110,06635 - Samarth College of Engineering and Management,Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Machine Learning,,,
"1,602",169376 (30.8111882),0663561210,06635 - Samarth College of Engineering and Management,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,603",175906 (22.2282247),0663519110,06635 - Samarth College of Engineering and Management,Civil Engineering,MHT-CET,AI to AI,AI
"1,604",76754 (28.7236429),0663529310,06635 - Samarth College of Engineering and Management,Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"1,605",40449 (62.8786263),0663591210,06635 - Samarth College of Engineering and Management,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Data Science),,,
"1,606",62764 (43.6524512),0663537210,06635 - Samarth College of Engineering and Management,Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,607",44438 (59.7739944),0663524510,06635 - Samarth College of Engineering and Management,Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,608",85206 (15.9453154),0664019110,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"1,609",51174 (53.9701055),0664037210,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,610",72358 (33.8362967),0664029310,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,611",36066 (66.5046002),0664024210,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
"1,612",83737 (18.5126671),0664061210,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,613",78900 (25.6893382),0664319110,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Solapur,,,,
"1,614",31963 (70.1399487),0664324210,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,Solapur,Engineering,,,
"1,615",40474 (62.8760675),0664337210,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Solapur,Telecommunication Engg,,,
"1,616",72053 (34.4865069),0664361210,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Solapur,,,,
"1,617",59591 (46.5960891),0664329310,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Solapur,,,,
"1,618",90884 (0.2696887),0664424510,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Miraj,,,,
"1,619",162683 (38.0295157),0664437210,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Electronics and,MHT-CET,AI to AI,AI
"",,,Miraj,Telecommunication Engg,,,
"1,620",185334 (8.4810177),0664429310,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Miraj,,,,
"1,621",179948 (16.7391126),0664490010,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Electronics and Computer,MHT-CET,AI to AI,AI
"",,,Miraj,Science,,,
"1,622",155613 (44.5064233),0664491110,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Computer Science and,MHT-CET,AI to AI,AI
"",,,Miraj,Engineering(Artificial,,,
"1,623",187722 (4.0184508),0664461210,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Miraj,,,,
"1,624",188882 (1.7106294),0664419110,"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Miraj,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,625",74982 (30.7427511),0664919110,"06649 - TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe,",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune,,,,
"1,626",67055 (39.7104189),0664961210,"06649 - TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune,,,,
"1,627",24907 (76.0877028),0664924510,"06649 - TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune,,,,
"1,628",52267 (53.0111146),0664929310,"06649 - TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe,",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune,,,,
"1,629",33136 (69.0384236),0664937210,"06649 - TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Pune,Telecommunication Engg,,,
"1,630",187160 (5.0375626),0671424210,"06714 - APPASAHEB ALIAS SA.RE.PATIL INSTITUTE OF TECHNOLOGY, Dattanagar",Computer Science and,MHT-CET,AI to AI,AI
"",,,"Tal-Shirol, Dist Kolhapur",Engineering,,,
"1,631",67829 (38.8711359),0673219110,"06732 - Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"1,632",58058 (48.0088741),0673261210,"06732 - Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,633",29618 (72.0547535),0673237210,"06732 - Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,634",15050 (85.0419414),0673224510,"06732 - Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,635",19353 (81.1206661),0673299510,"06732 - Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
"1,636",5523 (93.7786140),0675424510,"06754 - International Institute of Information Technology (I2IT), Pune.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,637",6622 (92.7389127),0675424610,"06754 - International Institute of Information Technology (I2IT), Pune.",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,638",7415 (91.9981340),0675437210,"06754 - International Institute of Information Technology (I2IT), Pune.",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,639",61712 (44.6609008),0675519110,"06755 - JSPM Narhe Technical Campus, Pune.",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"1,640",18843 (81.5751525),0675526310,"06755 - JSPM Narhe Technical Campus, Pune.",Artificial Intelligence (AI),JEE(Main)-2024,AI to AI,AI
"",,,,and Data Science,,,
"1,641",25465 (75.5306604),0675537210,"06755 - JSPM Narhe Technical Campus, Pune.",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,642",60806 (45.4350941),0675561210,"06755 - JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,643",17770 (82.5275297),0675524510,"06755 - JSPM Narhe Technical Campus, Pune.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,644",134340 (62.7958080),0675624210,"06756 - Fabtech Technical Campus College of Engineering and Research,",Computer Science and,MHT-CET,AI to AI,AI
"",,,Sangola,Engineering,,,
"1,645",159669 (40.7306838),0675637210,"06756 - Fabtech Technical Campus College of Engineering and Research,",Electronics and,MHT-CET,AI to AI,AI
"",,,Sangola,Telecommunication Engg,,,
"1,646",168162 (31.6234334),0675629310,"06756 - Fabtech Technical Campus College of Engineering and Research,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Sangola,,,,
"1,647",185963 (7.4966420),0675619110,"06756 - Fabtech Technical Campus College of Engineering and Research,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Sangola,,,,
"1,648",86110 (14.1768992),0675699510,"06756 - Fabtech Technical Campus College of Engineering and Research,",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,Sangola,Data Science,,,
"1,649",186989 (5.5604039),0675661210,"06756 - Fabtech Technical Campus College of Engineering and Research,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Sangola,,,,
"1,650",166420 (33.6953839),0675737210,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,651",167938 (31.6884901),0675729310,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Electrical Engineering,MHT-CET,AI to AI,AI
"1,652",74404 (31.6061014),0675724210,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,653",157215 (43.1231034),0675719110,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Civil Engineering,MHT-CET,AI to AI,AI
"1,654",84540 (17.0796568),0675726610,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Robotics and Artificial,JEE(Main)-2024,AI to AI,AI
"",,,,Intelligence,,,
"1,655",187305 (4.9568966),0675761210,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Mechanical Engineering,MHT-CET,AI to AI,AI
"1,656",66285 (40.2728836),0675726010,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering (Cyber,,,
"1,657",81959 (21.3577918),0675726310,"06757 - Yashoda Technical Campus, Wadhe, Satara.",Artificial Intelligence (AI),JEE(Main)-2024,AI to AI,AI
"",,,,and Data Science,,,
"1,658",39202 (63.8828633),0675899510,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
"1,659",32982 (69.1042321),0675892110,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Machine Learning,,,
"1,660",31421 (70.5673759),0675824510,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,661",45344 (59.0750740),0675837210,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,662",188219 (3.1017579),0675819110,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Civil Engineering,MHT-CET,AI to AI,AI
"1,663",90565 (1.9615835),0675861210,"06758 - Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,664",37675 (65.2090332),0675999510,"06759 - Shree Ramchandra College of Engineering, Lonikand,Pune",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
"1,665",58420 (47.5550319),0675929310,"06759 - Shree Ramchandra College of Engineering, Lonikand,Pune",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"1,666",80044 (24.2039028),0675961210,"06759 - Shree Ramchandra College of Engineering, Lonikand,Pune",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,667",30482 (71.3374029),0675924510,"06759 - Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,668",86745 (13.0318155),0675919110,"06759 - Shree Ramchandra College of Engineering, Lonikand,Pune",Civil Engineering,JEE(Main)-2024,AI to AI,AI
"1,669",77897 (27.1374929),0676224210,"06762 - Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
"1,670",171314 (27.9969458),0676229310,"06762 - Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electrical Engineering,MHT-CET,AI to AI,AI
"1,671",185133 (8.8496667),0676237210,"06762 - Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,672",170683 (28.7732713),0676624510,06766 - Phaltan Education Society's College of Engineering Thakurki Tal-,Computer Engineering,MHT-CET,AI to AI,AI
"",,,Phaltan Dist-Satara,,,,
"1,673",160211 (40.1585977),0676699510,06766 - Phaltan Education Society's College of Engineering Thakurki Tal-,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,Phaltan Dist-Satara,Data Science,,,
"1,674",170390 (29.1560732),0676719110,"06767 - Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Kamshet,Pune.",,,,
"1,675",183532 (11.4858097),0676761210,"06767 - Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Kamshet,Pune.",,,,
"1,676",50216 (54.8536973),0676799510,"06767 - Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering,",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,"Kamshet,Pune.",Data Science,,,
"1,677",52626 (52.9550499),0676724510,"06767 - Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,"Kamshet,Pune.",,,,
"1,678",54932 (50.7538718),0676791210,"06767 - Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering,",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,"Kamshet,Pune.",Engineering(Data Science),,,
"1,679",30079 (71.5849652),0676824510,"06768 - P.K. Technical Campus, Pune.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,680",157448 (43.1231034),0676861210,"06768 - P.K. Technical Campus, Pune.",Mechanical Engineering,MHT-CET,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,681",153314 (46.5102928),0676919110,"06769 - Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Pune.,,,,
"1,682",33254 (68.9875832),0676937210,"06769 - Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje,",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,Pune.,Telecommunication Engg,,,
"1,683",20919 (79.6499068),0676924510,"06769 - Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune.,,,,
"1,684",89615 (5.4723718),0676961210,"06769 - Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje,",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune.,,,,
"1,685",23370 (77.4619979),0676924610,"06769 - Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje,",Information Technology,JEE(Main)-2024,AI to AI,AI
"",,,Pune.,,,,
"1,686",26552 (74.5763032),0677024610,"06770 - SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,687",70726 (35.7200246),0677061210,"06770 - SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
"1,688",24851 (76.0877028),0677024510,"06770 - SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,689",177644 (20.7289199),0677119110,"06771 - Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Pune,,,,
"1,690",53424 (52.0362075),0677124510,"06771 - Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza,",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"",,,Pune,,,,
"1,691",44794 (59.3903304),0677229310,"06772 - NBN Sinhgad Technical Institutes Campus, Pune",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
"1,692",16917 (83.2325495),0677224510,"06772 - NBN Sinhgad Technical Institutes Campus, Pune",Computer Engineering,JEE(Main)-2024,AI to AI,AI
"1,693",17879 (82.3624792),0677224610,"06772 - NBN Sinhgad Technical Institutes Campus, Pune",Information Technology,JEE(Main)-2024,AI to AI,AI
"1,694",26475 (74.5994626),0677237210,"06772 - NBN Sinhgad Technical Institutes Campus, Pune",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,695",70351 (36.1313730),0677261210,"06772 - NBN Sinhgad Technical Institutes Campus, Pune",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
